RANK;COLOR;TYPE
0;#fa7276;2
0;#fdc9ca;2
1;#fffecc;2
2;#aeffac;2
2;#36db2e;2
3;#21861d;2
0;#fd7878;0
0;#fdc4c4;0
1;#fffbc1;0
2;#a7fea7;0
2;#00de00;0
3;#008700;0
