RANK;COLOR;TYPE
3;#ffffff;0
5;#e5f4fb;0
7;#cbeaf6;0
9;#b1dff2;0
11;#97d4ee;0
13;#7bc7d7;0
15;#5eb6a3;0
17;#41a570;0
19;#23943d;0
21;#06830a;0
23;#2c9600;0
25;#64b200;0
27;#9bcd00;0
29;#d3e900;0
31;#fff400;0
33;#ffbc00;0
35;#ff8500;0
37;#ff4e00;0
39;#ff1600;0
41;#f00000;0
43;#d70000;0
45;#bd0000;0
47;#a40000;0
49;#8b0000;0
