RANK;COLOR;TYPE
0;#007f00;2
0;#2faf2f;2
0;#7fdf6f;2
0;#cfffcf;2
0;#ffcfcf;2
1;#ef5f6f;2
2;#df0000;2
3;#7f0000;2
0;#2aae28;0
0;#70d46b;0
0;#c2ffc3;0
0;#ffc2c4;0
1;#ed5a61;0
2;#dd0004;0
3;#7d0300;0
