RANK;COLOR;TYPE
0;#ffcc99;0
0;#00ff00;0
0;#99ff00;0
1;#ccff00;0
1;#ffff00;0
1;#ffcc00;0
2;#ff9900;0
2;#ff6600;0
2;#ff0000;0
2;#ff0066;0
3;#ff3399;0
3;#ffffff;0
-1;#ffcc99;3
-1;#00ff00;3
0;#99ff00;3
1;#ccff00;3
1;#ffff00;3
1;#ffcc00;3
2;#ff9900;3
2;#ff6600;3
2;#ff0000;3
2;#ff0066;3
3;#ff3399;3
3;#ffffff;3
-1;#ffcc99;1
-1;#00ff00;1
0;#99ff00;1
1;#ccff00;1
1;#ffff00;1
1;#ffcc00;1
2;#ff9900;1
2;#ff6600;1
2;#ff0000;1
2;#ff0066;1
3;#ff3399;1
3;#ffffff;1
