RANK;COLOR;TYPE
36;#ff00ff;0
34;#ff0099;0
32;#cc0066;0
30;#b30066;0
28;#990066;0
26;#993366;0
24;#990000;0
22;#b30000;0
20;#cc0000;0
18;#e60000;0
16;#ff0000;0
14;#ff6600;0
12;#ff7f00;0
10;#ff9900;0
