RANK;COLOR;TYPE
0;#ffffff;0
1;#969696;0
1;#646464;0
2;#e6dc32;0
2;#e6af2d;0
2;#f08228;0
2;#fa3c3c;0
3;#a5a5c8;0
3;#8787c8;0
3;#6969c8;0
3;#a5c8a5;0
3;#87c887;0
3;#69c869;0
3;#f0f0a5;0
3;#e6e669;0
3;#d2d200;0
3;#c8a5a5;0
3;#c88787;0
3;#c86969;0
3;#ff6969;0
