RANK;COLOR;TYPE
0;#ffffff;0
0;#00fe96;0
0;#00fec8;0
0;#00fefe;0
1;#00c8fe;0
1;#0096fe;0
2;#0064fe;0
2;#0032fe;0
2;#3200fe;0
2;#6400fe;0
3;#9600fe;0
3;#c800fe;0
3;#fa00fe;0
3;#c800c8;0
3;#960096;0
3;#640064;0
