RANK;COLOR;TYPE
0;#ffffff;0
0;#afe6ff;0
0;#82d7ff;0
0;#00dcff;0
1;#00afff;0
1;#007dff;0
1;#00dc8c;0
1;#00eb00;0
1;#64ff00;0
1;#96ff00;0
1;#c8ff00;0
1;#ffff14;0
1;#ffd200;0
1;#ffa000;0
1;#ff5a00;0
1;#e60000;0
1;#a00000;0
1;#a50041;0
1;#ff0064;0
1;#ffa0a0;0
