RANK;COLOR;TYPE
0;#ffffff;0
0;#00fe96;0
0;#00fec8;0
1;#00fefe;0
1;#00c8fe;0
1;#0096fe;0
1;#0064fe;0
1;#0032fe;0
1;#3200fe;0
1;#6400fe;0
1;#9600fe;0
1;#c800fe;0
1;#fa00fe;0
1;#c800c8;0
1;#960096;0
1;#640064;0
1;#97683d;1
1;#976852;1
1;#976868;1
1;#975268;1
1;#973d68;1
1;#972968;1
1;#971468;1
1;#ab0068;1
1;#c93620;1
1;#c9362a;1
1;#c93636;1
1;#c92a36;1
1;#c92036;1
1;#c91536;1
1;#c90b36;1
